#,OFFENSE,BOND,WARRANT #,FILED BY,JAIL ID,ARREST DT,RELEASE DT,RACE_SEX,days_served,ARREST YEAR,RACE,SEX
2,DISORDERLY CONDUCT,25,110377,PAPD,254536,2005-01-19,2005-01-22,BM,3.0,2005,B,M
3,TOBACCO-MINOR IN POSSESSION,0,105085,PAPD,254536,2005-01-19,2005-01-22,BM,3.0,2005,B,M
4,TOBACCO-MINOR IN POSSESSION,0,105085,PAPD,254536,2005-01-19,2005-01-22,BM,3.0,2005,B,M
5,FAILURE TO APPEAR,25,9111520,PAPD,254536,2005-01-19,2005-01-22,BM,3.0,2005,B,M
6,ASSAULT,25,111520,PAPD,254536,2005-01-19,2005-01-22,BM,3.0,2005,B,M
1,FAILURE TO APPEAR,25,8101934,PAPD,173367,2005-01-21,2005-01-21,BM,0.0,2005,B,M
2,FAILURE TO APPEAR,25,9101934,PAPD,173367,2005-01-21,2005-01-21,BM,0.0,2005,B,M
3,CITY ORDINANCE,25,101934,PAPD,173367,2005-01-21,2005-01-21,BM,0.0,2005,B,M
1,FAILURE TO APPEAR,25,9109219,PAPD,251622,2005-01-21,2005-01-21,WM,0.0,2005,W,M
2,THEFT-CLASS C,25,109219,PAPD,251622,2005-01-21,2005-01-21,WM,0.0,2005,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,254625,2005-01-22,2005-01-22,WM,0.0,2005,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,254633,2005-01-22,2005-01-22,WF,0.0,2005,W,F
1,DRUG PARAPHERNALIA-POSS,25,0,PAPD,99161,2005-01-23,2005-01-27,WF,4.0,2005,W,F
1,PUBLIC INTOXICATION,25,0,PAPD,230697,2005-01-23,2005-01-23,BM,0.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,241958,2005-01-23,2005-01-23,WM,0.0,2005,W,M
1,NO LIABILITY INSURANCE,0,89767,PAPD,81372,2005-01-24,2005-01-24,BM,0.0,2005,B,M
2,DRIVING-EXPIRED LIC. PLATE,0,89767,PAPD,81372,2005-01-24,2005-01-24,BM,0.0,2005,B,M
3,DRIVING-WHILE LIC INVALID,0,89766,PAPD,81372,2005-01-24,2005-01-24,BM,0.0,2005,B,M
1,FAILURE TO APPEAR,25,9110142,PAPD,97161,2005-01-24,2005-01-27,WM,3.0,2005,W,M
2,PUBLIC INTOXICATION,25,110142,PAPD,97161,2005-01-24,2005-01-27,WM,3.0,2005,W,M
1,FAILURE TO APPEAR,25,9111207,PAPD,151818,2005-01-24,2005-01-29,BM,5.0,2005,B,M
2,DRUG PARAPHERNALIA-POSS,25,111207,PAPD,151818,2005-01-24,2005-01-29,BM,5.0,2005,B,M
1,FAILURE TO APPEAR,25,9111038,PAPD,233653,2005-01-24,2005-01-24,BF,0.0,2005,B,F
2,TRAFFIC IN CHILDREN U/15 YR,25,111038,PAPD,233653,2005-01-24,2005-01-24,BF,0.0,2005,B,F
3,STOP LIGHT- RUNNING,25,111038,PAPD,233653,2005-01-24,2005-01-24,BF,0.0,2005,B,F
4,NO LIABILITY INSURANCE,25,111038,PAPD,233653,2005-01-24,2005-01-24,BF,0.0,2005,B,F
5,FAILURE TO APPEAR,25,9094035,PAPD,233653,2005-01-24,2005-01-24,BF,0.0,2005,B,F
6,NO LIABILITY INSURANCE,25,94035,PAPD,233653,2005-01-24,2005-01-24,BF,0.0,2005,B,F
7,SPEEDING,25,94035,PAPD,233653,2005-01-24,2005-01-24,BF,0.0,2005,B,F
8,FAILURE TO APPEAR,25,9091666,PAPD,233653,2005-01-24,2005-01-24,BF,0.0,2005,B,F
9,FAILURE TO YIELD R.O.W.,25,0,PAPD,233653,2005-01-24,2005-01-24,BF,0.0,2005,B,F
10,NO LIABILITY INSURANCE,25,91666,PAPD,233653,2005-01-24,2005-01-24,BF,0.0,2005,B,F
1,PUBLIC INTOXICATION,25,0,PAPD,101290,2005-01-25,2005-01-26,BM,1.0,2005,B,M
1,FAILURE TO APPEAR,25,9105745,PAPD,248283,2005-01-25,2005-02-01,WM,7.0,2005,W,M
2,CITY ORDINANCE,25,105745,PAPD,248283,2005-01-25,2005-02-01,WM,7.0,2005,W,M
3,DRUG PARAPHERNALIA-POSS,25,105745,PAPD,248283,2005-01-25,2005-02-01,WM,7.0,2005,W,M
1,FAILURE TO APPEAR,25,9092793,PAPD,157806,2005-01-26,2005-01-26,WM,0.0,2005,W,M
2,STOP LIGHT- RUNNING,25,92793,PAPD,157806,2005-01-26,2005-01-26,WM,0.0,2005,W,M
3,NO LIABILITY INSURANCE,25,92793,PAPD,157806,2005-01-26,2005-01-26,WM,0.0,2005,W,M
4,DRIVING-EXPIRED LIC. PLATE,25,92793,PAPD,157806,2005-01-26,2005-01-26,WM,0.0,2005,W,M
1,ASSAULT-FAMILY,25,0,PAPD,17547,2005-01-27,2005-01-27,WM,0.0,2005,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,73068,2005-01-27,2005-01-28,BM,1.0,2005,B,M
1,ASSAULT-FAMILY,25,0,PAPD,236412,2005-01-27,2005-01-27,WF,0.0,2005,W,F
1,PUBLIC INTOXICATION,25,0,PAPD,84390,2005-01-28,2005-02-01,BM,4.0,2005,B,M
1,DISORDERLY CONDUCT,25,0,PAPD,254783,2005-01-28,2005-01-28,BM,0.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,8685,2005-01-29,2005-01-29,BM,0.0,2005,B,M
1,FAILURE TO APPEAR,25,9112656,PAPD,120713,2005-01-29,2005-01-29,BF,0.0,2005,B,F
2,THEFT-CLASS C,25,112656,PAPD,120713,2005-01-29,2005-01-29,BF,0.0,2005,B,F
1,PUBLIC INTOXICATION,25,0,PAPD,246201,2005-01-29,2005-01-30,WM,1.0,2005,W,M
1,FAILURE TO APPEAR,25,9111805,PAPD,10099,2005-01-30,2005-01-30,BM,0.0,2005,B,M
2,PUBLIC INTOXICATION,25,111805,PAPD,10099,2005-01-30,2005-01-30,BM,0.0,2005,B,M
1,FAILURE TO APPEAR,0,9083941,PAPD,42553,2005-01-30,2005-02-04,BF,5.0,2005,B,F
2,DRUG PARAPHERNALIA-POSS,0,83941,PAPD,42553,2005-01-30,2005-02-04,BF,5.0,2005,B,F
1,NO LIABILITY INSURANCE,25,0,PAPD,107390,2005-01-30,2005-01-30,BM,0.0,2005,B,M
2,FAILURE TO MNTN SINGLE LANE,25,0,PAPD,107390,2005-01-30,2005-01-30,BM,0.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,72715,2005-01-31,2005-02-01,BM,1.0,2005,B,M
1,PUBLIC INTOXICATION,0,92866,PAPD,235546,2005-01-31,2005-02-02,WM,2.0,2005,W,M
1,FAILURE TO APPEAR,25,9109381,PAPD,246663,2005-01-31,2005-01-31,BM,0.0,2005,B,M
2,TRAFFIC OFFENSE-NON MOVING,25,109381,PAPD,246663,2005-01-31,2005-01-31,BM,0.0,2005,B,M
3,SPEEDING,25,109381,PAPD,246663,2005-01-31,2005-01-31,BM,0.0,2005,B,M
4,DRIVING-WHILE LIC EXPIRED,0,104058,PAPD,246663,2005-01-31,2005-01-31,BM,0.0,2005,B,M
5,SPEED-FAILURE TO CONTROL,0,104058,PAPD,246663,2005-01-31,2005-01-31,BM,0.0,2005,B,M
1,DRIVING-WHILE LIC INVALID,0,96727,PAPD,17146,2005-02-01,2005-02-01,BM,0.0,2005,B,M
2,DEFECTIVE EQUIPMENT,0,96727,PAPD,17146,2005-02-01,2005-02-01,BM,0.0,2005,B,M
3,FAILURE TO MNTN FINAN RESP,0,96727,PAPD,17146,2005-02-01,2005-02-01,BM,0.0,2005,B,M
1,FAILURE TO APPEAR,25,9110063,PAPD,32309,2005-02-02,2005-02-07,BM,5.0,2005,B,M
2,THEFT-CLASS C,25,110063,PAPD,32309,2005-02-02,2005-02-07,BM,5.0,2005,B,M
1,FAILURE TO APPEAR,25,9109634,PAPD,99801,2005-02-02,2005-02-07,WM,5.0,2005,W,M
2,FAILURE TO APPEAR,25,8105939,PAPD,99801,2005-02-02,2005-02-07,WM,5.0,2005,W,M
3,FAILURE TO APPEAR,25,8102910,PAPD,99801,2005-02-02,2005-02-07,WM,5.0,2005,W,M
4,FAILURE TO APPEAR,25,9109069,PAPD,99801,2005-02-02,2005-02-07,WM,5.0,2005,W,M
5,DRIVING-NO MVI STICKER,25,109634,PAPD,99801,2005-02-02,2005-02-07,WM,5.0,2005,W,M
6,DRIVING-EXPIRED LIC. PLATE,25,109634,PAPD,99801,2005-02-02,2005-02-07,WM,5.0,2005,W,M
7,DRIVING-NO MVI STICKER,25,109069,PAPD,99801,2005-02-02,2005-02-07,WM,5.0,2005,W,M
8,TRAF OFF-MOVING-NO SEATBELT,25,109069,PAPD,99801,2005-02-02,2005-02-07,WM,5.0,2005,W,M
9,DRIVING-EXPIRED LIC. PLATE,25,0,PAPD,99801,2005-02-02,2005-02-07,WM,5.0,2005,W,M
10,FAILURE TO APPEAR,25,9105939,PAPD,99801,2005-02-02,2005-02-07,WM,5.0,2005,W,M
1,ALCOHOL-MINOR IN POSSESSION,0,106482,PAPD,249061,2005-02-03,2005-02-04,BM,1.0,2005,B,M
1,PUBLIC INTOXICATION,252,62211,PAPD,92469,2005-02-04,2005-02-04,WM,0.0,2005,W,M
2,FAILURE TO APPEAR,265,63010,PAPD,92469,2005-02-04,2005-02-04,WM,0.0,2005,W,M
1,FAILURE TO APPEAR,25,9098996,PAPD,254910,2005-02-04,2005-02-08,BM,4.0,2005,B,M
2,DISORDERLY CONDUCT,25,98996,PAPD,254910,2005-02-04,2005-02-08,BM,4.0,2005,B,M
1,CITY ORDINANCE,25,0,PAPD,3226,2005-02-05,2005-02-05,BM,0.0,2005,B,M
1,ASSAULT-FAMILY,25,0,PAPD,32629,2005-02-05,2005-02-06,BM,1.0,2005,B,M
1,ASSAULT-FAMILY,25,0,PAPD,195646,2005-02-05,2005-02-06,BF,1.0,2005,B,F
1,PUBLIC INTOXICATION,25,0,PAPD,230997,2005-02-05,2005-02-05,WM,0.0,2005,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,249040,2005-02-05,2005-02-05,WM,0.0,2005,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,14224,2005-02-06,2005-02-06,BM,0.0,2005,B,M
1,DRIVING-NO DRIVERS LICENSE,25,0,PAPD,91097,2005-02-06,2005-02-06,BM,0.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,114194,2005-02-06,2005-02-07,WM,1.0,2005,W,M
1,DISORDERLY CONDUCT,25,0,PAPD,163582,2005-02-06,2005-02-06,BM,0.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,254927,2005-02-06,2005-02-07,BM,1.0,2005,B,M
1,CITY ORDINANCE,0,104774,PAPD,197603,2005-02-07,2005-02-09,BM,2.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,245258,2005-02-07,2005-02-08,WM,1.0,2005,W,M
1,DRUG PARAPHERNALIA-POSS,25,0,PAPD,254948,2005-02-07,2005-02-08,WF,1.0,2005,W,F
1,DRUG PARAPHERNALIA-POSS,25,0,PAPD,111488,2005-02-08,2005-02-10,BM,2.0,2005,B,M
1,SPEED-FAILURE TO CONTROL,0,8759321,PAPD,221077,2005-02-08,2005-02-08,WM,0.0,2005,W,M
1,FAILURE TO APPEAR,25,8107317,PAPD,250014,2005-02-08,2005-02-08,BF,0.0,2005,B,F
2,FAILURE TO APPEAR,25,9107317,PAPD,250014,2005-02-08,2005-02-08,BF,0.0,2005,B,F
1,DRIVING-NO DRIVERS LICENSE,25,0,PAPD,28835,2005-02-09,2005-02-09,WM,0.0,2005,W,M
2,FAILURE TO YIELD R.O.W.,25,0,PAPD,28835,2005-02-09,2005-02-09,WM,0.0,2005,W,M
1,FAILURE TO APPEAR,25,9110381,PAPD,229349,2005-02-09,2005-02-10,BM,1.0,2005,B,M
2,DRIVING-WHILE LIC INVALID,25,110381,PAPD,229349,2005-02-09,2005-02-10,BM,1.0,2005,B,M
1,FAILURE TO APPEAR,25,8098412,PAPD,240975,2005-02-09,2005-02-10,BM,1.0,2005,B,M
2,FAILURE TO APPEAR,25,9098412,PAPD,240975,2005-02-09,2005-02-10,BM,1.0,2005,B,M
3,ASSAULT-SIMPLE,25,98412,PAPD,240975,2005-02-09,2005-02-10,BM,1.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,72715,2005-02-10,2005-02-14,BM,4.0,2005,B,M
1,DRIVING-NO DRIVERS LICENSE,25,89187,PAPD,100625,2005-02-10,2005-02-10,BM,0.0,2005,B,M
2,STOP LIGHT- RUNNING,25,89187,PAPD,100625,2005-02-10,2005-02-10,BM,0.0,2005,B,M
1,FAILURE TO APPEAR,0,9080009,PAPD,204960,2005-02-10,2005-02-10,BM,0.0,2005,B,M
1,CITY ORDINANCE,25,0,PAPD,212745,2005-02-10,2005-02-10,BM,0.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,216914,2005-02-10,2005-02-10,WM,0.0,2005,W,M
1,SEE HOLD/NOTE,25,0,PAPD,255007,2005-02-10,2005-02-10,BF,0.0,2005,B,F
1,PUBLIC INTOXICATION,25,0,PAPD,136646,2005-02-11,2005-02-15,WM,4.0,2005,W,M
1,DISORDERLY CONDUCT,25,0,PAPD,208693,2005-02-11,2005-02-12,BM,1.0,2005,B,M
1,FAILURE TO MNTN FINAN RESP,25,94257,PAPD,255018,2005-02-11,2005-02-11,WM,0.0,2005,W,M
1,ASSAULT-SIMPLE,25,0,PAPD,237062,2005-02-12,2005-02-13,BM,1.0,2005,B,M
1,FAILURE TO APPEAR,25,8100287,PAPD,197431,2005-02-13,2005-02-13,WM,0.0,2005,W,M
2,FAILURE TO APPEAR,25,9100287,PAPD,197431,2005-02-13,2005-02-13,WM,0.0,2005,W,M
1,FAILURE TO APPEAR,25,9112382,PAPD,244658,2005-02-13,2005-02-14,BM,1.0,2005,B,M
2,CITY ORDINANCE,25,112382,PAPD,244658,2005-02-13,2005-02-14,BM,1.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,255066,2005-02-13,2005-02-13,WF,0.0,2005,W,F
1,PUBLIC INTOXICATION,25,0,PAPD,38711,2005-02-14,2005-02-15,BM,1.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,96525,2005-02-14,2005-02-15,BF,1.0,2005,B,F
1,FAILURE TO APPEAR,25,9105853,PAPD,247278,2005-02-14,2005-02-14,BM,0.0,2005,B,M
2,CITY ORDINANCE,25,105853,PAPD,247278,2005-02-14,2005-02-14,BM,0.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,158161,2005-02-16,2005-02-16,BM,0.0,2005,B,M
1,FAILURE TO APPEAR,25,9104879,PAPD,229147,2005-02-16,2005-02-16,WF,0.0,2005,W,F
2,THEFT-CLASS C,25,104879,PAPD,229147,2005-02-16,2005-02-16,WF,0.0,2005,W,F
1,PUBLIC INTOXICATION,25,0,PAPD,255138,2005-02-16,2005-02-16,WM,0.0,2005,W,M
1,FAILURE TO IDENTIFY,25,9111573,PAPD,136381,2005-02-17,2005-02-21,WM,4.0,2005,W,M
2,TRAFFIC OFFENSE,25,111573,PAPD,136381,2005-02-17,2005-02-21,WM,4.0,2005,W,M
1,FAILURE TO APPEAR,25,9111390,PAPD,213000,2005-02-17,2005-02-17,BM,0.0,2005,B,M
2,DRIVING-NO DRIVERS LICENSE,25,111390,PAPD,213000,2005-02-17,2005-02-17,BM,0.0,2005,B,M
3,NO LIABILITY INSURANCE,25,111390,PAPD,213000,2005-02-17,2005-02-17,BM,0.0,2005,B,M
1,ISSUANCE OF BAD CHECK,400,0,PAPD,255141,2005-02-17,2005-02-26,WM,9.0,2005,W,M
1,FAILURE TO APPEAR,25,9110811,PAPD,202917,2005-02-18,2005-02-19,BM,1.0,2005,B,M
2,SPEEDING,25,110811,PAPD,202917,2005-02-18,2005-02-19,BM,1.0,2005,B,M
3,SPEEDING,0,109086,PAPD,202917,2005-02-18,2005-02-19,BM,1.0,2005,B,M
1,FAILURE TO APPEAR,25,9100258,PAPD,255184,2005-02-18,2005-02-18,BF,0.0,2005,B,F
2,SPEEDING,25,100258,PAPD,255184,2005-02-18,2005-02-18,BF,0.0,2005,B,F
3,SPEED-FAILURE TO CONTROL,0,51717,PAPD,255184,2005-02-18,2005-02-18,BF,0.0,2005,B,F
1,PUBLIC INTOXICATION,25,0,PAPD,36799,2005-02-19,2005-02-20,WM,1.0,2005,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,255195,2005-02-19,2005-02-19,WM,0.0,2005,W,M
1,DRIVING-WHILE LIC INVALID,0,30225,PAPD,109911,2005-02-20,2005-02-21,BF,1.0,2005,B,F
2,DEFECTIVE EQUIPMENT,0,30225,PAPD,109911,2005-02-20,2005-02-21,BF,1.0,2005,B,F
3,DRIVING-EXPIRED LIC. PLATE,0,30225,PAPD,109911,2005-02-20,2005-02-21,BF,1.0,2005,B,F
4,FAILURE TO APPEAR,25,8038911,PAPD,109911,2005-02-20,2005-02-21,BF,1.0,2005,B,F
5,THEFT-CLASS C,25,8038911,PAPD,109911,2005-02-20,2005-02-21,BF,1.0,2005,B,F
1,FAILURE TO APPEAR,25,9051472,PAPD,173762,2005-02-20,2005-02-24,BF,4.0,2005,B,F
2,DRIVING-WHILE LIC INVALID,25,51472,PAPD,173762,2005-02-20,2005-02-24,BF,4.0,2005,B,F
3,DRIVING-NO MVI STICKER,25,51472,PAPD,173762,2005-02-20,2005-02-24,BF,4.0,2005,B,F
4,FAILURE TO MNTN SINGLE LANE,25,51472,PAPD,173762,2005-02-20,2005-02-24,BF,4.0,2005,B,F
1,PUBLIC INTOXICATION,25,0,PAPD,212745,2005-02-20,2005-02-20,BM,0.0,2005,B,M
1,ASSAULT-SIMPLE,25,0,PAPD,242638,2005-02-20,2005-02-20,BM,0.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,255207,2005-02-20,2005-02-21,WM,1.0,2005,W,M
1,FAILURE TO APPEAR,25,9113233,PAPD,14224,2005-02-21,2005-02-24,BM,3.0,2005,B,M
2,PUBLIC INTOXICATION,25,113233,PAPD,14224,2005-02-21,2005-02-24,BM,3.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,114194,2005-02-22,2005-02-23,WM,1.0,2005,W,M
1,FAILURE TO APPEAR,25,9106614,PAPD,143256,2005-02-22,2005-02-22,WF,0.0,2005,W,F
2,ALCOHOL-OPEN CONTAINER-VEH,25,106614,PAPD,143256,2005-02-22,2005-02-22,WF,0.0,2005,W,F
3,LITTERING-DUMPING TRASH,25,106614,PAPD,143256,2005-02-22,2005-02-22,WF,0.0,2005,W,F
4,STOP SIGN- RUNNING,25,52641,PAPD,143256,2005-02-22,2005-02-22,WF,0.0,2005,W,F
5,FAILURE TO STOP RENDER INFO,25,52641,PAPD,143256,2005-02-22,2005-02-22,WF,0.0,2005,W,F
6,THEFT-CLASS C,25,58474,PAPD,143256,2005-02-22,2005-02-22,WF,0.0,2005,W,F
1,FAILURE TO APPEAR,25,8107941,PAPD,249892,2005-02-22,2005-02-22,BF,0.0,2005,B,F
2,FAILURE TO APPEAR,25,9107941,PAPD,249892,2005-02-22,2005-02-22,BF,0.0,2005,B,F
3,TRAF OFF-NO CHILD RESTRAINT,25,107941,PAPD,249892,2005-02-22,2005-02-22,BF,0.0,2005,B,F
4,STOP LIGHT- RUNNING,25,107941,PAPD,249892,2005-02-22,2005-02-22,BF,0.0,2005,B,F
5,NO LIABILITY INSURANCE,25,107941,PAPD,249892,2005-02-22,2005-02-22,BF,0.0,2005,B,F
1,FAILURE TO APPEAR,25,9108849,PAPD,36528,2005-02-23,2005-02-24,BM,1.0,2005,B,M
2,DEFECTIVE EQUIPMENT,25,108849,PAPD,36528,2005-02-23,2005-02-24,BM,1.0,2005,B,M
3,NO LIABILITY INSURANCE,25,108849,PAPD,36528,2005-02-23,2005-02-24,BM,1.0,2005,B,M
1,CITY ORDINANCE,25,0,PAPD,38710,2005-02-23,2005-02-24,WM,1.0,2005,W,M
1,FAILURE TO APPEAR,25,9108644,PAPD,83205,2005-02-23,2005-02-24,BM,1.0,2005,B,M
2,DEFECTIVE EQUIPMENT,25,108644,PAPD,83205,2005-02-23,2005-02-24,BM,1.0,2005,B,M
3,DRIVING-EXPIRED LIC. PLATE,25,108644,PAPD,83205,2005-02-23,2005-02-24,BM,1.0,2005,B,M
1,FAILURE TO APPEAR,25,9027833,PAPD,182913,2005-02-23,2005-02-23,BF,0.0,2005,B,F
2,FAILURE TO APPEAR,25,27833,PAPD,182913,2005-02-23,2005-02-23,BF,0.0,2005,B,F
3,TRAF OFF-MOVING-NO SEATBELT,25,27833,PAPD,182913,2005-02-23,2005-02-23,BF,0.0,2005,B,F
4,NO LIABILITY INSURANCE,25,27833,PAPD,182913,2005-02-23,2005-02-23,BF,0.0,2005,B,F
5,FAILURE TO APPEAR,25,9051712,PAPD,182913,2005-02-23,2005-02-23,BF,0.0,2005,B,F
6,STOP SIGN- RUNNING,25,51712,PAPD,182913,2005-02-23,2005-02-23,BF,0.0,2005,B,F
7,NO LIABILITY INSURANCE,25,51712,PAPD,182913,2005-02-23,2005-02-23,BF,0.0,2005,B,F
1,DRIVING-NO DRIVERS LICENSE,25,0,PAPD,207845,2005-02-23,2005-02-23,WF,0.0,2005,W,F
2,NO LIABILITY INSURANCE,25,0,PAPD,207845,2005-02-23,2005-02-23,WF,0.0,2005,W,F
3,TRAF OFF-MOVING-NO SEATBELT,25,0,PAPD,207845,2005-02-23,2005-02-23,WF,0.0,2005,W,F
1,DRIVING-WHILE LIC INVALID,0,111013,PAPD,244542,2005-02-23,2005-03-03,BM,8.0,2005,B,M
2,SPEED-FAILURE TO CONTROL,0,111013,PAPD,244542,2005-02-23,2005-03-03,BM,8.0,2005,B,M
3,NO LIABILITY INSURANCE,0,111013,PAPD,244542,2005-02-23,2005-03-03,BM,8.0,2005,B,M
1,FAILURE TO APPEAR,25,9098066,PAPD,255265,2005-02-23,2005-02-23,BM,0.0,2005,B,M
2,CITY ORDINANCE,25,98066,PAPD,255265,2005-02-23,2005-02-23,BM,0.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,255266,2005-02-23,2005-02-24,WM,1.0,2005,W,M
1,FAILURE TO APPEAR,0,9070445,PAPD,118387,2005-02-24,2005-02-24,BM,0.0,2005,B,M
2,FAILURE TO APPEAR,0,8061275,PAPD,118387,2005-02-24,2005-02-24,BM,0.0,2005,B,M
3,DRIVING-NO DRIVERS LICENSE,0,70445,PAPD,118387,2005-02-24,2005-02-24,BM,0.0,2005,B,M
4,FAILURE TO APPEAR,0,9061275,PAPD,118387,2005-02-24,2005-02-24,BM,0.0,2005,B,M
5,TRAF OFF-MOVING-NO SEATBELT,0,61275,PAPD,118387,2005-02-24,2005-02-24,BM,0.0,2005,B,M
1,FAILURE TO APPEAR,25,9106463,PAPD,136646,2005-02-24,2005-02-28,WM,4.0,2005,W,M
2,PUBLIC INTOXICATION,25,106463,PAPD,136646,2005-02-24,2005-02-28,WM,4.0,2005,W,M
3,FAILURE TO APPEAR,25,9097815,PAPD,136646,2005-02-24,2005-02-28,WM,4.0,2005,W,M
4,DRIVING-NO DRIVERS LICENSE,25,97815,PAPD,136646,2005-02-24,2005-02-28,WM,4.0,2005,W,M
5,STOP LIGHT- RUNNING,25,97815,PAPD,136646,2005-02-24,2005-02-28,WM,4.0,2005,W,M
6,NO LIABILITY INSURANCE,25,97815,PAPD,136646,2005-02-24,2005-02-28,WM,4.0,2005,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,13566,2005-02-25,2005-02-28,WM,3.0,2005,W,M
1,DRIVING-WHILE LIC INVALID,0,107806,PAPD,77180,2005-02-25,2005-03-08,BF,11.0,2005,B,F
2,TRAF OFF-MOVING-NO SEATBELT,0,107806,PAPD,77180,2005-02-25,2005-03-08,BF,11.0,2005,B,F
3,VEH-LICENSE PLATE OFFENSE,0,107806,PAPD,77180,2005-02-25,2005-03-08,BF,11.0,2005,B,F
4,SPEEDING,0,102837,PAPD,77180,2005-02-25,2005-03-08,BF,11.0,2005,B,F
1,DRIVING-NO MVI STICKER,0,108451,PAPD,150741,2005-02-25,2005-02-26,BM,1.0,2005,B,M
2,CITY ORDINANCE,0,1598,PAPD,150741,2005-02-25,2005-02-26,BM,1.0,2005,B,M
1,FAILURE TO APPEAR,0,9102305,PAPD,241697,2005-02-25,2005-02-25,BM,0.0,2005,B,M
2,CITY ORDINANCE,0,102305,PAPD,241697,2005-02-25,2005-02-25,BM,0.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,247668,2005-02-25,2005-02-25,WM,0.0,2005,W,M
1,CITY ORDINANCE,25,0,PAPD,18743,2005-02-26,2005-02-26,BM,0.0,2005,B,M
1,FAILURE TO APPEAR,25,9111448,PAPD,192142,2005-02-26,2005-02-26,BM,0.0,2005,B,M
2,DRIVING-NO DRIVERS LICENSE,25,111448,PAPD,192142,2005-02-26,2005-02-26,BM,0.0,2005,B,M
3,FAILURE TO MNTN FINAN RESP,25,111448,PAPD,192142,2005-02-26,2005-02-26,BM,0.0,2005,B,M
1,CITY ORDINANCE,25,0,PAPD,217674,2005-02-26,2005-02-28,BF,2.0,2005,B,F
1,THEFT-CLASS C,0,99516,PAPD,255316,2005-02-26,2005-02-27,BF,1.0,2005,B,F
1,FAILURE TO APPEAR,25,9109484,PAPD,38652,2005-02-27,2005-03-08,BM,9.0,2005,B,M
2,NO LIABILITY INSURANCE,25,109484,PAPD,38652,2005-02-27,2005-03-08,BM,9.0,2005,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,43368,2005-02-27,2005-02-28,BF,1.0,2005,B,F
1,PUBLIC INTOXICATION,25,0,PAPD,85118,2005-02-27,2005-02-27,WM,0.0,2005,W,M
1,FAILURE TO APPEAR,25,5082413,PAPD,207483,2005-02-27,2005-03-03,BM,4.0,2005,B,M
2,FAILURE TO APPEAR,25,8091604,PAPD,207483,2005-02-27,2005-03-03,BM,4.0,2005,B,M
3,FAILURE TO APPEAR,25,7082187,PAPD,207483,2005-02-27,2005-03-03,BM,4.0,2005,B,M
4,DRIVING-NO DRIVERS LICENSE,0,76554,PAPD,207483,2005-02-27,2005-03-03,BM,4.0,2005,B,M
5,FAILURE TO SIGNAL,0,76554,PAPD,207483,2005-02-27,2005-03-03,BM,4.0,2005,B,M
6,DISORDERLY CONDUCT,0,9082046,PAPD,207483,2005-02-27,2005-03-03,BM,4.0,2005,B,M
7,FAILURE TO APPEAR,0,82046,PAPD,207483,2005-02-27,2005-03-03,BM,4.0,2005,B,M
1,DRUG PARAPHERNALIA-POSS,25,0,PAPD,231462,2005-02-27,2005-02-27,WM,0.0,2005,W,M
1,FAILURE TO APPEAR,25,9106650,PAPD,235712,2005-02-27,2005-02-27,BM,0.0,2005,B,M
2,TRAF OFF-MOVING-NO SEATBELT,25,106650,PAPD,235712,2005-02-27,2005-02-27,BM,0.0,2005,B,M
3,FAILURE TO MNTN FINAN RESP,25,106650,PAPD,235712,2005-02-27,2005-02-27,BM,0.0,2005,B,M
1,FAILURE TO APPEAR,25,9111392,PAPD,236546,2005-02-27,2005-02-28,BM,1.0,2005,B,M
2,CITY ORDINANCE,25,111392,PAPD,236546,2005-02-27,2005-02-28,BM,1.0,2005,B,M
1,FAILURE TO APPEAR,25,9111391,PAPD,243198,2005-02-27,2005-02-28,BF,1.0,2005,B,F
2,CITY ORDINANCE,25,111391,PAPD,243198,2005-02-27,2005-02-28,BF,1.0,2005,B,F
1,CITY ORDINANCE,25,0,PAPD,100021,2005-02-28,2005-03-01,BM,1.0,2005,B,M
